ID,Document reference,Publication year,Study case location,Spreading methods,Induced bank filtration,In-channel modifications,"Well, shaft, borehole recharge",Rainwater-runoff harvesting,Unspecified MAR type,Number of criteria used,Criteria category (main),Criteria category (specific),Criteria original,Criteria modified,Criteria weight,Criteria importance rank,Weight Assignment method,Decision rules,Constraint mapping,Constraint mapping parameters,Sensitivity Analysis,Water Source,Main objective of MAR,
17,"Kallali, 2007",2007,Tunisia,No,No,No,Yes,No,No,11,Management,Economical,Wastewater pumping height,Wastewater pumping height,NA,NA,Boolean logic,Boolean logic,NA,"Distance to urban and tourist areas (<200 m);Distance to hill reservoirs (<500 m); Slope (>12%); Soil texture (>10% clay fraction); salinity (>4 mmhoms/cm); Geology ( only stream sediments, Miocene sand, dune sediments, Pliocene sands are valid); Distance to WWTP (< 8km); pumping height (15 m) ; Aquifer depth (<5m) ; Geology (inadequate permeable subsoil and high salty layers);pipe length (>8km); Pipe elevation difference (>15m)",Yes,Treated wastewater,Agriculture,No
18,"Saraf, 1998",1998,India,Yes,No,No,No,No,No,4,Aquifer,Storage/flow capacity,Geology,Geology / Lithology,15.4,3,Ranking method,WLC,No,NA,No,Stormwater/surface runoff,Nonspecific,No
18,"Saraf, 1998",1998,India,Yes,No,No,No,No,No,4,Surface,Geomorphological,Geomorphology,Geomorphology,30.8,2,Ranking method,WLC,No,NA,No,Stormwater/surface runoff,Nonspecific,No
18,"Saraf, 1998",1998,India,Yes,No,No,No,No,No,4,Surface,Geological,Lineament,Presence of lineament,15.4,3,Ranking method,WLC,No,NA,No,Stormwater/surface runoff,Nonspecific,No
18,"Saraf, 1998",1998,India,Yes,No,No,No,No,No,4,Surface,Geomorphological,Slope,Slope,38.5,1,Ranking method,WLC,No,NA,No,Stormwater/surface runoff,Nonspecific,No
19,"Alraggad, 2010",2010,Jordan,Yes,No,No,No,No,No,4,Aquifer,Storage/flow capacity,Hydrogeology (aquifer type),Hydrogeology,NA,NA,Boolean logic,Boolean logic,NA,Geology (all other except alluvial surface); Slope (>5%); Distance to urban areas and settlement (>250m) ; Distance to water source(>5km),No,Stormwater/surface runoff; Treated wastewater; Lake water,Nonspecific,No
19,"Alraggad, 2010",2010,Jordan,Yes,No,No,No,No,No,4,Management,Impact assessment,Urban areas,Distance to urban areas,NA,NA,Boolean logic,Boolean logic,NA,Geology (all other except alluvial surface); Slope (>5%); Distance to urban areas and settlement (>250m) ; Distance to water source(>5km),No,Stormwater/surface runoff; Treated wastewater; Lake water,Nonspecific,No
19,"Alraggad, 2010",2010,Jordan,Yes,No,No,No,No,No,4,Management,Economical,Proximity to water sources,Distance between water supply sources and MAR site,NA,NA,Boolean logic,Boolean logic,NA,Geology (all other except alluvial surface); Slope (>5%); Distance to urban areas and settlement (>250m) ; Distance to water source(>5km),No,Stormwater/surface runoff; Treated wastewater; Lake water,Nonspecific,No
19,"Alraggad, 2010",2010,Jordan,Yes,No,No,No,No,No,4,Surface,Geomorphological,Slope,Slope,NA,NA,Boolean logic,Boolean logic,NA,Geology (all other except alluvial surface); Slope (>5%); Distance to urban areas and settlement (>250m) ; Distance to water source(>5km),No,Stormwater/surface runoff; Treated wastewater; Lake water,Nonspecific,No
20,"Mehrabi, 2013",2013,Iran,Yes,No,No,No,No,No,11,Aquifer,Storage/flow capacity,Lithology,Geology / Lithology,39.4,2,Pairwise comparison method,AHP,No,NA,No,Nonspecific,Domestic,No
20,"Mehrabi, 2013",2013,Iran,Yes,No,No,No,No,No,11,Surface,Geological,Faults,Presence of faults,0.9,5,Pairwise comparison method,AHP,No,NA,No,Nonspecific,Domestic,No
20,"Mehrabi, 2013",2013,Iran,Yes,No,No,No,No,No,11,Surface,Soils,Soil type,Soil type/Soil texture,2.9,4,Pairwise comparison method,AHP,No,NA,No,Nonspecific,Domestic,No
20,"Mehrabi, 2013",2013,Iran,Yes,No,No,No,No,No,11,Surface,Geomorphological,Slope,Slope,49.8,1,Pairwise comparison method,AHP,No,NA,No,Nonspecific,Domestic,No
20,"Mehrabi, 2013",2013,Iran,Yes,No,No,No,No,No,11,Hydrometeorology,Precipitation,Rainfall,Rainfall,7.0,3,Pairwise comparison method,AHP,No,NA,No,Nonspecific,Domestic,No
20,"Mehrabi, 2013",2013,Iran,Yes,No,No,No,No,No,11,Aquifer,Storage capacity,Groundwater table,Groundwater level,NA,NA,Pairwise comparison method,AHP,No,NA,No,Nonspecific,Domestic,No
20,"Mehrabi, 2013",2013,Iran,Yes,No,No,No,No,No,11,Surface,Soils,Infiltration rate,Hydrological soils,NA,NA,Pairwise comparison method,AHP,No,NA,No,Nonspecific,Domestic,No
20,"Mehrabi, 2013",2013,Iran,Yes,No,No,No,No,No,11,Hydrometeorology,Precipitation,"Climatology data series(temperature, rainfall, evapotranspiration)","Climatology data series (temperature, rainfall, evapotranspiration)",NA,NA,Pairwise comparison method,AHP,No,NA,No,Nonspecific,Domestic,No
20,"Mehrabi, 2013",2013,Iran,Yes,No,No,No,No,No,11,Surface,Land use/ Land cover,Land use,Land use/Land cover,NA,NA,Pairwise comparison method,AHP,No,NA,No,Nonspecific,Domestic,No
20,"Mehrabi, 2013",2013,Iran,Yes,No,No,No,No,No,11,Surface,Soils,Quality of sediments,Quality of sediments,NA,NA,Pairwise comparison method,AHP,No,NA,No,Nonspecific,Domestic,No
20,"Mehrabi, 2013",2013,Iran,Yes,No,No,No,No,No,11,Aquifer,Storage/flow capacity,Number of existing wells and springs and water level,Number of existing wells and springs and water level,NA,NA,Pairwise comparison method,AHP,No,NA,No,Nonspecific,Domestic,No
21,"Malekmohammadi, 2012",2012,Iran,No,No,No,No,No,Yes,5,Surface,Geomorphological,Suitability of geo-formation,Suitability of geo-formation,20.9,2,Rating method,"Fuzzy logic, WLC",Yes,Slope (>10%); Land use (all other land use except pasture),Yes,Stormwater/surface runoff,Nonspecific,No
21,"Malekmohammadi, 2012",2012,Iran,No,No,No,No,No,Yes,5,Aquifer,Storage capacity,Depth to groundwater,Groundwater level,17.0,3,Rating method,"Fuzzy logic, WLC",Yes,Slope (>10%); Land use (all other land use except pasture),Yes,Stormwater/surface runoff,Nonspecific,No
21,"Malekmohammadi, 2012",2012,Iran,No,No,No,No,No,Yes,5,Water quality,Groundwater quality,Electrical conductivity,Groundwater - Salinity,15.3,4,Rating method,"Fuzzy logic, WLC",Yes,Slope (>10%); Land use (all other land use except pasture),Yes,Stormwater/surface runoff,Nonspecific,No
21,"Malekmohammadi, 2012",2012,Iran,No,No,No,No,No,Yes,5,Surface,Geomorphological,Slope,Slope,25.5,1,Rating method,"Fuzzy logic, WLC",Yes,Slope (>10%); Land use (all other land use except pasture),Yes,Stormwater/surface runoff,Nonspecific,No
21,"Malekmohammadi, 2012",2012,Iran,No,No,No,No,No,Yes,5,Hydrometeorology,Runoff,Potential runoff,Potential runoff,21.3,2,Rating method,"Fuzzy logic, WLC",Yes,Slope (>10%); Land use (all other land use except pasture),Yes,Stormwater/surface runoff,Nonspecific,No
22,"Al-Adamat, 2012",2012,Jordan,No,No,No,No,No,Yes,4,Surface,Land use/ Land cover,Land use/Land cover,Land use/Land cover,NA,NA,Boolean logic,Boolean logic,NA,Slope (>2%); Drainage density (>1 km/km2); Lineament density (<1 km/km2); Area (>5 ha),No,Nonspecific,Agriculture; Domestic,No
22,"Al-Adamat, 2012",2012,Jordan,No,No,No,No,No,Yes,4,Surface,Geomorphological,Slope,Slope,NA,NA,Boolean logic,Boolean logic,NA,Slope (>2%); Drainage density (>1 km/km2); Lineament density (<1 km/km2); Area (>5 ha),No,Nonspecific,Agriculture; Domestic,No
22,"Al-Adamat, 2012",2012,Jordan,No,No,No,No,No,Yes,4,Surface,Geological,Lineament density,Lineament density,NA,NA,Boolean logic,Boolean logic,NA,Slope (>2%); Drainage density (>1 km/km2); Lineament density (<1 km/km2); Area (>5 ha),No,Nonspecific,Agriculture; Domestic,No
22,"Al-Adamat, 2012",2012,Jordan,No,No,No,No,No,Yes,4,Surface,Hydrography,Drainage density,Drainage density/Drainage intensity,NA,NA,Boolean logic,Boolean logic,NA,Slope (>2%); Drainage density (>1 km/km2); Lineament density (<1 km/km2); Area (>5 ha),No,Nonspecific,Agriculture; Domestic,No
23,"Alesheikh, 2008",2008,Iran,Yes,No,No,No,No,No,6,Aquifer,Storage capacity,Alluvium thickness,Aquifer thickness,18.9,3,Rating method,"Fuzzy logic, WLC",Yes,Land use (all other areas except agricultural areas),Yes,Stormwater/surface runoff,Nonspecific,No
23,"Alesheikh, 2008",2008,Iran,Yes,No,No,No,No,No,6,Aquifer,Storage/flow capacity,Geology,Geology / Lithology,16.2,4,Rating method,"Fuzzy logic, WLC",Yes,Land use (all other areas except agricultural areas),Yes,Stormwater/surface runoff,Nonspecific,No
23,"Alesheikh, 2008",2008,Iran,Yes,No,No,No,No,No,6,Surface,Land use/ Land cover,Land use,Land use/Land cover,NA,NA,Rating method,"Fuzzy logic, WLC",Yes,Land use (all other areas except agricultural areas),Yes,Stormwater/surface runoff,Nonspecific,No
23,"Alesheikh, 2008",2008,Iran,Yes,No,No,No,No,No,6,Surface,Land use/ Land cover,Land capabilities,Land capabilities,16.2,4,Rating method,"Fuzzy logic, WLC",Yes,Land use (all other areas except agricultural areas),Yes,Stormwater/surface runoff,Nonspecific,No
23,"Alesheikh, 2008",2008,Iran,Yes,No,No,No,No,No,6,Surface,Geomorphological,Slope,Slope,27.0,1,Rating method,"Fuzzy logic, WLC",Yes,Land use (all other areas except agricultural areas),Yes,Stormwater/surface runoff,Nonspecific,No
23,"Alesheikh, 2008",2008,Iran,Yes,No,No,No,No,No,6,Surface,Soils,Runoff Infiltration rate,Hydrological soils,21.6,2,Rating method,"Fuzzy logic, WLC",Yes,Land use (all other areas except agricultural areas),Yes,Stormwater/surface runoff,Nonspecific,No
24,"Chenini, 2010",2010,Tunisia,No,No,No,No,No,Yes,8,Surface,Geological,Fractured outcrop,Fractured outcrop,14.3,1,Rating method,WLC,Yes,watershed limit (outside basin extent),No,Stormwater/surface runoff,Agriculture,No
24,"Chenini, 2010",2010,Tunisia,No,No,No,No,No,Yes,8,Surface,Hydrography,Watershed limit /watershed areal extent,Watershed limit /watershed areal extent,NA,NA,Rating method,WLC,Yes,watershed limit (outside basin extent),No,Stormwater/surface runoff,Agriculture,No
24,"Chenini, 2010",2010,Tunisia,No,No,No,No,No,Yes,8,Aquifer,Storage/flow capacity,Lithology,Geology / Lithology,14.3,1,Rating method,WLC,Yes,watershed limit (outside basin extent),No,Stormwater/surface runoff,Agriculture,No
24,"Chenini, 2010",2010,Tunisia,No,No,No,No,No,Yes,8,Surface,Hydrography,Drainage,Presence of drainage,14.3,1,Rating method,WLC,Yes,watershed limit (outside basin extent),No,Stormwater/surface runoff,Agriculture,No
24,"Chenini, 2010",2010,Tunisia,No,No,No,No,No,Yes,8,Surface,Geological,Lineament density,Lineament density,14.3,1,Rating method,WLC,Yes,watershed limit (outside basin extent),No,Stormwater/surface runoff,Agriculture,No
24,"Chenini, 2010",2010,Tunisia,No,No,No,No,No,Yes,8,Surface,Hydrography,Drainage density,Drainage density/Drainage intensity,14.3,1,Rating method,WLC,Yes,watershed limit (outside basin extent),No,Stormwater/surface runoff,Agriculture,No
24,"Chenini, 2010",2010,Tunisia,No,No,No,No,No,Yes,8,Aquifer,Flow capacity,Aquifer permeability,Aquifer permeability,14.3,1,Rating method,WLC,Yes,watershed limit (outside basin extent),No,Stormwater/surface runoff,Agriculture,No
24,"Chenini, 2010",2010,Tunisia,No,No,No,No,No,Yes,8,Aquifer,Storage capacity,Piezometry,Groundwater level,14.3,1,Rating method,WLC,Yes,watershed limit (outside basin extent),No,Stormwater/surface runoff,Agriculture,No
25,"Chowdary, 2009",2009,India,Yes,No,Yes,Yes,Yes,No,8,Surface,Soils,Soil permeability,Hydrological soils,NA,NA,Boolean logic,Boolean logic,NA,Depend on MAR type,No,Nonspecific,Nonspecific,No
25,"Chowdary, 2009",2009,India,Yes,No,Yes,Yes,Yes,No,8,Aquifer,Storage capacity,Depth to groundwater,Groundwater level,NA,NA,Boolean logic,Boolean logic,NA,Depend on MAR type,No,Nonspecific,Nonspecific,No
25,"Chowdary, 2009",2009,India,Yes,No,Yes,Yes,Yes,No,8,Surface,Land use/ Land cover,Land use/Land cover,Land use/Land cover,NA,NA,Boolean logic,Boolean logic,NA,Depend on MAR type,No,Nonspecific,Nonspecific,No
25,"Chowdary, 2009",2009,India,Yes,No,Yes,Yes,Yes,No,8,Surface,Geomorphological,Hydrogeomorphology,Geomorphology,NA,NA,Boolean logic,Boolean logic,NA,Depend on MAR type,No,Nonspecific,Nonspecific,No
25,"Chowdary, 2009",2009,India,Yes,No,Yes,Yes,Yes,No,8,Surface,Soils,Soil type,Soil type/Soil texture,NA,NA,Boolean logic,Boolean logic,NA,Depend on MAR type,No,Nonspecific,Nonspecific,No
25,"Chowdary, 2009",2009,India,Yes,No,Yes,Yes,Yes,No,8,Surface,Geomorphological,Slope,Slope,NA,NA,Boolean logic,Boolean logic,NA,Depend on MAR type,No,Nonspecific,Nonspecific,No
25,"Chowdary, 2009",2009,India,Yes,No,Yes,Yes,Yes,No,8,Surface,Geological,Lineament density,Lineament density,NA,NA,Boolean logic,Boolean logic,NA,Depend on MAR type,No,Nonspecific,Nonspecific,No
25,"Chowdary, 2009",2009,India,Yes,No,Yes,Yes,Yes,No,8,Surface,Hydrography,Drainage network with drainage order,Drainage order number,NA,NA,Boolean logic,Boolean logic,NA,Depend on MAR type,No,Nonspecific,Nonspecific,No
26,"Daher, 2011",2011,Lebanon,Yes,No,No,No,No,No,4,Aquifer,Storage capacity,Epikarst thickness,Karstic domains,60.0,1,Rating method,WLC,Yes,NA,No,Stormwater/surface runoff,Agriculture; Domestic,No
26,"Daher, 2011",2011,Lebanon,Yes,No,No,No,No,No,4,Aquifer,Storage capacity,Degree of karstification,Karstic domains,10.0,3,Rating method,WLC,Yes,NA,No,Stormwater/surface runoff,Agriculture; Domestic,No
26,"Daher, 2011",2011,Lebanon,Yes,No,No,No,No,No,4,Aquifer,Storage/flow capacity,Aquifer Rock type(Lithology),Geology / Lithology,20.0,2,Rating method,WLC,Yes,NA,No,Stormwater/surface runoff,Agriculture; Domestic,No
26,"Daher, 2011",2011,Lebanon,Yes,No,No,No,No,No,4,Surface,Soils,Ground surface infiltrating rate,Hydrological soils,10.0,3,Rating method,WLC,Yes,NA,No,Stormwater/surface runoff,Agriculture; Domestic,No
27,"Ghayoumian, 2005",2005,Iran,Yes,No,No,No,No,No,5,Aquifer,Storage capacity,Sediment thickness and aquifer table,Aquifer thickness,NA,NA,Ranking method,Decision tree,Yes,Geology (consolidated formations),Yes,Stormwater/surface runoff,Nonspecific,No
27,"Ghayoumian, 2005",2005,Iran,Yes,No,No,No,No,No,5,Water quality,Groundwater quality,Electrical conductivity (source water),Groundwater - Salinity,NA,NA,Ranking method,Decision tree,Yes,Geology (consolidated formations),Yes,Stormwater/surface runoff,Nonspecific,No
27,"Ghayoumian, 2005",2005,Iran,Yes,No,No,No,No,No,5,Aquifer,Flow capacity,Transmissivity,Aquifer transmissivity,NA,NA,Ranking method,Decision tree,Yes,Geology (consolidated formations),Yes,Stormwater/surface runoff,Nonspecific,No
27,"Ghayoumian, 2005",2005,Iran,Yes,No,No,No,No,No,5,Surface,Geomorphological,Slope,Slope,NA,NA,Ranking method,Decision tree,Yes,Geology (consolidated formations),Yes,Stormwater/surface runoff,Nonspecific,No
27,"Ghayoumian, 2005",2005,Iran,Yes,No,No,No,No,No,5,Surface,Soils,Infiltration rate,Hydrological soils,NA,NA,Ranking method,Decision tree,Yes,Geology (consolidated formations),Yes,Stormwater/surface runoff,Nonspecific,No
28,"Jothiprakash, 2003",2003,India,No,No,No,No,No,Yes,7,Surface,Geomorphological,Physiography,Geomorphology,12.0,4,Rating method,WLC,No,NA,No,Stormwater/surface runoff,Nonspecific,No
28,"Jothiprakash, 2003",2003,India,No,No,No,No,No,Yes,7,Surface,Soils,Effective soil depth,Soil depth,18.0,2,Rating method,WLC,No,NA,No,Stormwater/surface runoff,Nonspecific,No
28,"Jothiprakash, 2003",2003,India,No,No,No,No,No,Yes,7,Aquifer,Storage/flow capacity,Geology,Geology / Lithology,14.0,3,Rating method,WLC,No,NA,No,Stormwater/surface runoff,Nonspecific,No
28,"Jothiprakash, 2003",2003,India,No,No,No,No,No,Yes,7,Surface,Soils,Soil texture,Soil type/Soil texture,6.0,6,Rating method,WLC,No,NA,No,Stormwater/surface runoff,Nonspecific,No
28,"Jothiprakash, 2003",2003,India,No,No,No,No,No,Yes,7,Surface,Soils,Water holding capacity,Hydrological soils,18.0,2,Rating method,WLC,No,NA,No,Stormwater/surface runoff,Nonspecific,No
28,"Jothiprakash, 2003",2003,India,No,No,No,No,No,Yes,7,Surface,Soils,Permeability,Hydrological soils,24.0,1,Rating method,WLC,No,NA,No,Stormwater/surface runoff,Nonspecific,No
28,"Jothiprakash, 2003",2003,India,No,No,No,No,No,Yes,7,Surface,Hydrography,Drainage intensity,Drainage density/Drainage intensity,8.0,5,Rating method,WLC,No,NA,No,Stormwater/surface runoff,Nonspecific,No
29,"Magesh, 2012",2012,India,No,No,No,No,No,Yes,7,Surface,Geological,Lineament density,Lineament density,9.4,4,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Ecological,Yes
29,"Magesh, 2012",2012,India,No,No,No,No,No,Yes,7,Surface,Land use/ Land cover,Land use/Land cover,Land use/Land cover,27.9,2,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Ecological,Yes
29,"Magesh, 2012",2012,India,No,No,No,No,No,Yes,7,Aquifer,Storage/flow capacity,Lithology,Geology / Lithology,36.2,1,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Ecological,Yes
29,"Magesh, 2012",2012,India,No,No,No,No,No,Yes,7,Surface,Hydrography,Drainage density,Drainage density/Drainage intensity,4.9,5,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Ecological,Yes
29,"Magesh, 2012",2012,India,No,No,No,No,No,Yes,7,Hydrometeorology,Precipitation,Rainfall,Rainfall,4.9,5,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Ecological,Yes
29,"Magesh, 2012",2012,India,No,No,No,No,No,Yes,7,Surface,Soils,Soil type,Soil type/Soil texture,2.2,6,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Ecological,Yes
29,"Magesh, 2012",2012,India,No,No,No,No,No,Yes,7,Surface,Geomorphological,Slope,Slope,14.5,3,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Ecological,Yes
30,"Russo, 2015",2015,USA,Yes,No,No,No,No,No,9,Aquifer,Storage/flow capacity,Surficial geology,Geology / Lithology,13.1,2,Rating method,WLC,No,NA,No,Nonspecific,Nonspecific,No
30,"Russo, 2015",2015,USA,Yes,No,No,No,No,No,9,Surface,Soils,Soil infiltration capacity,Hydrological soils,11.1,3,Rating method,WLC,No,NA,No,Nonspecific,Nonspecific,No
30,"Russo, 2015",2015,USA,Yes,No,No,No,No,No,9,Surface,Land use/ Land cover,Land use,Land use/Land cover,5.2,5,Rating method,WLC,No,NA,No,Nonspecific,Nonspecific,No
30,"Russo, 2015",2015,USA,Yes,No,No,No,No,No,9,Surface,Geomorphological,Elevation (topographic slope),Slope,5.2,5,Rating method,WLC,No,NA,No,Nonspecific,Nonspecific,No
30,"Russo, 2015",2015,USA,Yes,No,No,No,No,No,9,Aquifer,Storage capacity,Aquifer thickness,Aquifer thickness,13.1,2,Rating method,WLC,No,NA,No,Nonspecific,Nonspecific,No
30,"Russo, 2015",2015,USA,Yes,No,No,No,No,No,9,Aquifer,Flow capacity,Aquifer hydraulic conductivity,Aquifer hydraulic conductivity,13.1,2,Rating method,WLC,No,NA,No,Nonspecific,Nonspecific,No
30,"Russo, 2015",2015,USA,Yes,No,No,No,No,No,9,Aquifer,Storage capacity,Aquifer storability,Aquifer storage capacity,16.3,1,Rating method,WLC,No,NA,No,Nonspecific,Nonspecific,No
30,"Russo, 2015",2015,USA,Yes,No,No,No,No,No,9,Aquifer,Storage capacity,Vadose zone thickness,Unsaturated zone thickness,16.3,1,Rating method,WLC,No,NA,No,Nonspecific,Nonspecific,No
30,"Russo, 2015",2015,USA,Yes,No,No,No,No,No,9,Aquifer,Storage capacity,Historical changes in water table elevation,Water table fluctuation,6.5,4,Rating method,WLC,No,NA,No,Nonspecific,Nonspecific,No
31,"Winnaar, 2007",2007,South Africa,No,No,No,No,Yes,No,5,Surface,Geomorphological,Slope,Slope,NA,1,Ranking method,WLC,No,NA,No,Stormwater/surface runoff,Agriculture,No
31,"Winnaar, 2007",2007,South Africa,No,No,No,No,Yes,No,5,Surface,Land use/ Land cover,Land use (use for SCS curve numbers),Land use/Land cover,NA,1,Ranking method,WLC,No,NA,No,Stormwater/surface runoff,Agriculture,No
31,"Winnaar, 2007",2007,South Africa,No,No,No,No,Yes,No,5,Surface,Soils,hydrological soil group (soil texture) (use for SCS curve numbers),Hydrological soils,NA,1,Ranking method,WLC,No,NA,No,Stormwater/surface runoff,Agriculture,No
31,"Winnaar, 2007",2007,South Africa,No,No,No,No,Yes,No,5,Management,Impact assessment,Distance to homes,Distance to urban areas,NA,1,Ranking method,WLC,No,NA,No,Stormwater/surface runoff,Agriculture,No
31,"Winnaar, 2007",2007,South Africa,No,No,No,No,Yes,No,5,Management,Impact assessment,Distance to crops,Distance to crops,NA,1,Ranking method,WLC,No,NA,No,Stormwater/surface runoff,Agriculture,No
32,"Selvam, 2016",2016,India,No,No,No,No,No,Yes,6,Surface,Hydrography,Drainage density,Drainage density/Drainage intensity,13.0,4,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
32,"Selvam, 2016",2016,India,No,No,No,No,No,Yes,6,Aquifer,Storage/flow capacity,Geology,Geology / Lithology,30.8,1,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
32,"Selvam, 2016",2016,India,No,No,No,No,No,Yes,6,Surface,Geomorphological,Slope,Slope,13.6,3,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
32,"Selvam, 2016",2016,India,No,No,No,No,No,Yes,6,Surface,Soils,Soil texture,Soil type/Soil texture,4.9,5,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
32,"Selvam, 2016",2016,India,No,No,No,No,No,Yes,6,Surface,Land use/ Land cover,Land use,Land use/Land cover,23.2,2,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
32,"Selvam, 2016",2016,India,No,No,No,No,No,Yes,6,Surface,Geological,Lineament density,Lineament density,14.5,3,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
33,"Selvam, 2015",2015,India,No,No,No,No,No,Yes,7,Surface,Geological,Lineament density,Lineament density,15.3,3,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
33,"Selvam, 2015",2015,India,No,No,No,No,No,Yes,7,Surface,Land use/ Land cover,Land use,Land use/Land cover,30.6,1,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
33,"Selvam, 2015",2015,India,No,No,No,No,No,Yes,7,Aquifer,Storage/flow capacity,Lithology,Geology / Lithology,26.0,2,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
33,"Selvam, 2015",2015,India,No,No,No,No,No,Yes,7,Surface,Hydrography,Drainage density,Drainage density/Drainage intensity,9.2,5,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
33,"Selvam, 2015",2015,India,No,No,No,No,No,Yes,7,Surface,Geomorphological,Slope,Slope,12.4,4,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
33,"Selvam, 2015",2015,India,No,No,No,No,No,Yes,7,Hydrometeorology,Precipitation,Annual rainfall,Rainfall,5.2,6,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
33,"Selvam, 2015",2015,India,No,No,No,No,No,Yes,7,Surface,Soils,Soil texture,Soil type/Soil texture,1.3,7,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
34,"Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,13,Aquifer,Storage/flow capacity,Lithology,Geology / Lithology,8.2,4,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
34,"Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,13,Surface,Geomorphological,Geomorphology,Geomorphology,5.6,5,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
34,"Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,13,Surface,Land use/ Land cover,Land use/Land cover,Land use/Land cover,5.8,5,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
34,"Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,13,Surface,Soils,Soil texture,Soil type/Soil texture,4.7,6,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
34,"Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,13,Aquifer,Storage capacity,Pre-monsoon depth to water table (aquifer),Groundwater level,9.3,3,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
34,"Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,13,Aquifer,Storage capacity,Post-monsoon depth to water table (aquifer),Groundwater level,9.3,3,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
34,"Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,13,Aquifer,Flow capacity,Aquifer transmissivity,Aquifer transmissivity,10.5,2,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
34,"Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,13,Aquifer,Flow capacity,Permeability (aquifer),Aquifer permeability,11.7,1,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
34,"Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,13,Aquifer,Storage capacity,Storability (aquifer),Aquifer storage capacity,9.3,3,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
